game_id,name,difficulty,mechanism,bank_size,board_size,generator_params,AI_policy,rating_metric,observed_distribution,overlap,meaningfully_distinct,finding,fix
34,CRYPTARITHM,NORMAL,two 3-digit addends; 5..7 letters,30,N/A; see generator_params,"{""addend_length"":3,""carry_columns"":{""max"":3,""median"":2.0,""min"":1},""column_solver_nodes"":{""max"":385,""median"":125.0,""min"":19},""letters"":{""max"":6,""median"":5.0,""min"":5},""solution_count_declared_and_independently_verified"":1}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":30,""metrics"":{""addend_length"":3,""carry_columns"":{""max"":3,""median"":2.0,""min"":1},""column_solver_nodes"":{""max"":385,""median"":125.0,""min"":19},""letters"":{""max"":6,""median"":5.0,""min"":5},""solution_count_declared_and_independently_verified"":1},""modes"":1,""unique"":30,""unique_bank"":30,""validated_initializations"":30}","{""counts"":{""EASY"":0,""HARD"":0,""MASTER"":0},""scope"":""complete current bank""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only. REVIEW REQUIRED: letter-count and column-count increase; carry/node distributions overlap. Solver nodes are not human ratings.,No demonstrated selector no-op; generation and legacy banks preserved
34,CRYPTARITHM,HARD,two 4-digit addends; 7..9 letters,30,N/A; see generator_params,"{""addend_length"":4,""carry_columns"":{""max"":4,""median"":3.0,""min"":1},""column_solver_nodes"":{""max"":2055,""median"":535.5,""min"":120},""letters"":{""max"":7,""median"":7.0,""min"":7},""solution_count_declared_and_independently_verified"":1}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":30,""metrics"":{""addend_length"":4,""carry_columns"":{""max"":4,""median"":3.0,""min"":1},""column_solver_nodes"":{""max"":2055,""median"":535.5,""min"":120},""letters"":{""max"":7,""median"":7.0,""min"":7},""solution_count_declared_and_independently_verified"":1},""modes"":1,""unique"":30,""unique_bank"":30,""validated_initializations"":30}","{""counts"":{""EASY"":0,""MASTER"":0,""NORMAL"":0},""scope"":""complete current bank""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only. REVIEW REQUIRED: letter-count and column-count increase; carry/node distributions overlap. Solver nodes are not human ratings.,No demonstrated selector no-op; generation and legacy banks preserved
34,CRYPTARITHM,MASTER,two 5-digit addends; 8..10 letters,30,N/A; see generator_params,"{""addend_length"":5,""carry_columns"":{""max"":5,""median"":3.0,""min"":1},""column_solver_nodes"":{""max"":3190,""median"":639.5,""min"":142},""letters"":{""max"":10,""median"":8.0,""min"":8},""solution_count_declared_and_independently_verified"":1}",N/A; no AI opponent,Structural metric; human rating NOT MEASURED,"{""bank_per_mode"":30,""metrics"":{""addend_length"":5,""carry_columns"":{""max"":5,""median"":3.0,""min"":1},""column_solver_nodes"":{""max"":3190,""median"":639.5,""min"":142},""letters"":{""max"":10,""median"":8.0,""min"":8},""solution_count_declared_and_independently_verified"":1},""modes"":1,""unique"":30,""unique_bank"":30,""validated_initializations"":30}","{""counts"":{""EASY"":0,""HARD"":0,""NORMAL"":0},""scope"":""complete current bank""}",STRUCTURAL YES; human rating uncalibrated,Human difficulty uncalibrated; measured structural parameters only. REVIEW REQUIRED: letter-count and column-count increase; carry/node distributions overlap. Solver nodes are not human ratings.,No demonstrated selector no-op; generation and legacy banks preserved
35,HASHI,EASY,"Nearest-island degree graph, no crossings, connectivity; geometry/inference bands",30,"{'min': 5, 'median': 5.0, 'max': 5}","{'islands': {'min': 6, 'median': 6.0, 'max': 6}, 'candidate_edges': {'min': 6, 'median': 6.0, 'max': 7}, 'largest_degree': {'min': 3, 'median': 4.5, 'max': 7}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'islands': {'min': 6, 'median': 6.0, 'max': 6}, 'candidate_edges': {'min': 6, 'median': 6.0, 'max': 7}, 'largest_degree': {'min': 3, 'median': 4.5, 'max': 7}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'connectivity_deductions': {'min': 0, 'median': 0.0, 'max': 4}, 'basic_unresolved': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unresolved': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
35,HASHI,NORMAL,"Nearest-island degree graph, no crossings, connectivity; geometry/inference bands",30,"{'min': 7, 'median': 7.0, 'max': 7}","{'islands': {'min': 9, 'median': 9.0, 'max': 9}, 'candidate_edges': {'min': 10, 'median': 10.0, 'max': 11}, 'largest_degree': {'min': 4, 'median': 5.0, 'max': 7}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 7, 'median': 7.0, 'max': 7}, 'cells': {'min': 49, 'median': 49.0, 'max': 49}, 'islands': {'min': 9, 'median': 9.0, 'max': 9}, 'candidate_edges': {'min': 10, 'median': 10.0, 'max': 11}, 'largest_degree': {'min': 4, 'median': 5.0, 'max': 7}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 3}, 'connectivity_deductions': {'min': 0, 'median': 0.0, 'max': 4}, 'basic_unresolved': {'min': 0, 'median': 0.0, 'max': 6}, 'advanced_unresolved': {'min': 0, 'median': 0.0, 'max': 6}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
35,HASHI,HARD,"Nearest-island degree graph, no crossings, connectivity; geometry/inference bands",30,"{'min': 7, 'median': 7.0, 'max': 7}","{'islands': {'min': 12, 'median': 12.0, 'max': 12}, 'candidate_edges': {'min': 16, 'median': 16.0, 'max': 16}, 'largest_degree': {'min': 4, 'median': 5.0, 'max': 8}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 7, 'median': 7.0, 'max': 7}, 'cells': {'min': 49, 'median': 49.0, 'max': 49}, 'islands': {'min': 12, 'median': 12.0, 'max': 12}, 'candidate_edges': {'min': 16, 'median': 16.0, 'max': 16}, 'largest_degree': {'min': 4, 'median': 5.0, 'max': 8}, 'search_nodes': {'min': 3, 'median': 3.0, 'max': 12}, 'connectivity_deductions': {'min': 0, 'median': 0.0, 'max': 6}, 'basic_unresolved': {'min': 4, 'median': 8.0, 'max': 16}, 'advanced_unresolved': {'min': 4, 'median': 8.0, 'max': 16}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
35,HASHI,MASTER,"Nearest-island degree graph, no crossings, connectivity; geometry/inference bands",30,"{'min': 9, 'median': 9.0, 'max': 9}","{'islands': {'min': 16, 'median': 16.0, 'max': 16}, 'candidate_edges': {'min': 22, 'median': 22.0, 'max': 22}, 'largest_degree': {'min': 4, 'median': 6.0, 'max': 8}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 9, 'median': 9.0, 'max': 9}, 'cells': {'min': 81, 'median': 81.0, 'max': 81}, 'islands': {'min': 16, 'median': 16.0, 'max': 16}, 'candidate_edges': {'min': 22, 'median': 22.0, 'max': 22}, 'largest_degree': {'min': 4, 'median': 6.0, 'max': 8}, 'search_nodes': {'min': 3, 'median': 5.0, 'max': 23}, 'connectivity_deductions': {'min': 1, 'median': 2.0, 'max': 8}, 'basic_unresolved': {'min': 4, 'median': 12.0, 'max': 22}, 'advanced_unresolved': {'min': 4, 'median': 12.0, 'max': 22}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
35,HASHI,HELL,"Nearest-island degree graph, no crossings, connectivity; geometry/inference bands",30,"{'min': 9, 'median': 9.0, 'max': 9}","{'islands': {'min': 21, 'median': 21.0, 'max': 21}, 'candidate_edges': {'min': 32, 'median': 32.0, 'max': 32}, 'largest_degree': {'min': 4, 'median': 6.0, 'max': 8}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 9, 'median': 9.0, 'max': 9}, 'cells': {'min': 81, 'median': 81.0, 'max': 81}, 'islands': {'min': 21, 'median': 21.0, 'max': 21}, 'candidate_edges': {'min': 32, 'median': 32.0, 'max': 32}, 'largest_degree': {'min': 4, 'median': 6.0, 'max': 8}, 'search_nodes': {'min': 7, 'median': 9.0, 'max': 31}, 'connectivity_deductions': {'min': 0, 'median': 1.5, 'max': 14}, 'basic_unresolved': {'min': 10, 'median': 19.5, 'max': 30}, 'advanced_unresolved': {'min': 10, 'median': 19.5, 'max': 30}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
36,NONOGRAM,EASY,Ordered row/column runs; order and line-pattern interaction/search bands,30,"{'min': 5, 'median': 5.0, 'max': 5}","{'runs': {'min': 10, 'median': 15.0, 'max': 19}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 2}, 'longest_clue_list': {'min': 2, 'median': 2.0, 'max': 3}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'runs': {'min': 10, 'median': 15.0, 'max': 19}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 2}, 'longest_clue_list': {'min': 2, 'median': 2.0, 'max': 3}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'line_rounds': {'min': 4, 'median': 6.0, 'max': 8}, 'basic_unresolved': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_rounds': {'min': 2, 'median': 3.0, 'max': 4}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,Optional X/blank completion; inference/packs unchanged
36,NONOGRAM,NORMAL,Ordered row/column runs; order and line-pattern interaction/search bands,30,"{'min': 6, 'median': 6.0, 'max': 6}","{'runs': {'min': 15, 'median': 21.0, 'max': 25}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 2}, 'longest_clue_list': {'min': 2, 'median': 3.0, 'max': 3}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'runs': {'min': 15, 'median': 21.0, 'max': 25}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 2}, 'longest_clue_list': {'min': 2, 'median': 3.0, 'max': 3}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'line_rounds': {'min': 4, 'median': 6.0, 'max': 8}, 'basic_unresolved': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_rounds': {'min': 2, 'median': 3.0, 'max': 4}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,Optional X/blank completion; inference/packs unchanged
36,NONOGRAM,HARD,Ordered row/column runs; order and line-pattern interaction/search bands,30,"{'min': 7, 'median': 7.0, 'max': 7}","{'runs': {'min': 23, 'median': 27.0, 'max': 31}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 1}, 'longest_clue_list': {'min': 3, 'median': 3.0, 'max': 4}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 7, 'median': 7.0, 'max': 7}, 'cells': {'min': 49, 'median': 49.0, 'max': 49}, 'runs': {'min': 23, 'median': 27.0, 'max': 31}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 1}, 'longest_clue_list': {'min': 3, 'median': 3.0, 'max': 4}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 3}, 'line_rounds': {'min': 8, 'median': 8.0, 'max': 12}, 'basic_unresolved': {'min': 0, 'median': 0.0, 'max': 20}, 'basic_rounds': {'min': 4, 'median': 4.0, 'max': 6}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,Optional X/blank completion; inference/packs unchanged
36,NONOGRAM,MASTER,Ordered row/column runs; order and line-pattern interaction/search bands,30,"{'min': 9, 'median': 9.0, 'max': 9}","{'runs': {'min': 34, 'median': 42.0, 'max': 53}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 1}, 'longest_clue_list': {'min': 3, 'median': 4.0, 'max': 5}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 9, 'median': 9.0, 'max': 9}, 'cells': {'min': 81, 'median': 81.0, 'max': 81}, 'runs': {'min': 34, 'median': 42.0, 'max': 53}, 'zero_lines': {'min': 0, 'median': 0.0, 'max': 1}, 'longest_clue_list': {'min': 3, 'median': 4.0, 'max': 5}, 'search_nodes': {'min': 3, 'median': 4.0, 'max': 25}, 'line_rounds': {'min': 10, 'median': 22.0, 'max': 58}, 'basic_unresolved': {'min': 8, 'median': 44.0, 'max': 80}, 'basic_rounds': {'min': 2, 'median': 4.0, 'max': 9}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,Optional X/blank completion; inference/packs unchanged
37,REVERSI,EASY,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,random legal,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 1, ""max"": 0, ""mean"": 0, ""median"": 0.0, ""min"": 0}, ""different_choice_from_previous_level"": null, ""level"": 0, ""nodes"": {""distinct"": 1, ""max"": 0, ""mean"": 0, ""median"": 0.0, ""min"": 0}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
37,REVERSI,NORMAL,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,1 ply / 256 nodes,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 1, ""max"": 1, ""mean"": 1, ""median"": 1.0, ""min"": 1}, ""different_choice_from_previous_level"": 54, ""level"": 1, ""nodes"": {""distinct"": 16, ""max"": 16, ""mean"": 7.5625, ""median"": 7.0, ""min"": 1}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
37,REVERSI,HARD,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,up to 3 plies / 1500 nodes,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 2, ""max"": 3, ""mean"": 2.9531, ""median"": 3.0, ""min"": 2}, ""different_choice_from_previous_level"": 29, ""level"": 2, ""nodes"": {""distinct"": 59, ""max"": 1500, ""mean"": 544.4062, ""median"": 456.5, ""min"": 5}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
37,REVERSI,MASTER,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,up to 5 plies / 6000 nodes,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 3, ""max"": 5, ""mean"": 4.0469, ""median"": 4.0, ""min"": 3}, ""different_choice_from_previous_level"": 22, ""level"": 3, ""nodes"": {""distinct"": 20, ""max"": 6000, ""mean"": 4848.9062, ""median"": 6000.0, ""min"": 9}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
38,NET,EASY,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 3x3,9 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 9, ""junctions_degree_at_least_3"": {""distinct"": 3, ""max"": 3, ""mean"": 1.9688, ""median"": 2.0, ""min"": 1}, ""leaves"": {""distinct"": 4, ""max"": 6, ""mean"": 4.3281, ""median"": 4.0, ""min"": 3}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
38,NET,NORMAL,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 4x4,16 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 16, ""junctions_degree_at_least_3"": {""distinct"": 5, ""max"": 6, ""mean"": 3.8281, ""median"": 4.0, ""min"": 2}, ""leaves"": {""distinct"": 6, ""max"": 9, ""mean"": 6.5469, ""median"": 6.5, ""min"": 4}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
38,NET,HARD,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 5x5,25 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 25, ""junctions_degree_at_least_3"": {""distinct"": 7, ""max"": 9, ""mean"": 6.1406, ""median"": 6.0, ""min"": 3}, ""leaves"": {""distinct"": 7, ""max"": 12, ""mean"": 9.5938, ""median"": 10.0, ""min"": 6}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
38,NET,MASTER,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 6x6,36 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 36, ""junctions_degree_at_least_3"": {""distinct"": 9, ""max"": 14, ""mean"": 9.0391, ""median"": 9.0, ""min"": 6}, ""leaves"": {""distinct"": 9, ""max"": 17, ""mean"": 12.9453, ""median"": 13.0, ""min"": 8}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
